676316   9.999803e-01 6.168151e-02 2.056036e-01   -999 -999 -999  -2.762072e-04 6.085193e-07  6.613992e-03  3.344460e-06
671078   1.016715e+00 5.739759e-02 2.099660e-01   -999 -999 -999  -2.700533e-04 1.690325e-05  6.894749e-03  7.678069e-05
677732   1.023910e+00 5.534029e-02 2.121379e-01   -999 -999 -999  -2.738042e-04 9.116595e-06  7.120237e-03  2.534867e-05
670176   1.028480e+00 5.437942e-02 2.133267e-01   -999 -999 -999  -2.660232e-04 6.895421e-07  7.249595e-03  3.171698e-06
677235   1.031255e+00 5.391465e-02 2.139092e-01   -999 -999 -999  -2.662547e-04 8.330066e-07  7.353227e-03  6.271243e-07
674198   1.033499e+00 5.372459e-02 2.141872e-01   -999 -999 -999  -2.694328e-04 8.456726e-07  7.410211e-03  6.057205e-08
1189351   1.051674e+00 5.297513e-02 2.172678e-01   -999 -999 -999  -3.657024e-04 3.884041e-06  8.635822e-03  2.240519e-05
1286268   1.054650e+00 5.265348e-02 2.174836e-01   -999 -999 -999  -3.640856e-04 2.569345e-06  8.611085e-03  1.092416e-06
1333347   1.054856e+00 5.246757e-02 2.180359e-01   -999 -999 -999  -3.868930e-04 1.902516e-07  8.828270e-03  9.552045e-07
2389622   1.055618e+00 5.223414e-02 2.191850e-01   -999 -999 -999  -3.966492e-04 1.468005e-06  9.346719e-03  6.616851e-06
2573175   1.058261e+00 5.199949e-02 2.194964e-01   -999 -999 -999  -4.421876e-04 1.747819e-06  9.740769e-03  4.083470e-06
2679789   1.059264e+00 5.190158e-02 2.199698e-01   -999 -999 -999  -4.554819e-04 2.682062e-07  1.000375e-02  5.757694e-07
2713206   1.060162e+00 5.187958e-02 2.203670e-01   -999 -999 -999  -4.656002e-04 2.711293e-07  1.015149e-02  8.813937e-07
2722890   1.060920e+00 5.184458e-02 2.205965e-01   -999 -999 -999  -4.724352e-04 4.999657e-07  1.029234e-02  8.812334e-07
4805180   1.061828e+00 5.174973e-02 2.211090e-01   -999 -999 -999  -4.690333e-04 1.518212e-07  1.052262e-02  4.599107e-07
5105462   1.063698e+00 5.160415e-02 2.213812e-01   -999 -999 -999  -5.053094e-04 2.001713e-07  1.091150e-02  5.922541e-07
5328565   1.065605e+00 5.155156e-02 2.217274e-01   -999 -999 -999  -5.349505e-04 6.093524e-07  1.116881e-02  1.300044e-06
5380114   1.066424e+00 5.154607e-02 2.218985e-01   -999 -999 -999  -5.445046e-04 8.445929e-08  1.128235e-02  4.052594e-07
5410912   1.066509e+00 5.153129e-02 2.219329e-01   -999 -999 -999  -5.490544e-04 1.936580e-07  1.132452e-02  1.754794e-07
9710956   1.067400e+00 5.152118e-02 2.221364e-01   -999 -999 -999  -5.574628e-04 3.060894e-06  1.143024e-02  4.555519e-06
10177446   1.067369e+00 5.146225e-02 2.221869e-01   -999 -999 -999  -5.700328e-04 1.000447e-07  1.153975e-02  2.689545e-07
10628534   1.068241e+00 5.146130e-02 2.224518e-01   -999 -999 -999  -5.816306e-04 6.459568e-09  1.165651e-02  4.042249e-07
10704546   1.068264e+00 5.145662e-02 2.224896e-01   -999 -999 -999  -5.826372e-04 5.569357e-08  1.167916e-02  3.160142e-07
20800142   1.068275e+00 5.143943e-02 2.224603e-01   -999 -999 -999  -5.790162e-04 2.562603e-09  1.162382e-02  3.124199e-07
20800142   1.068300e+00 5.142228e-02 2.225270e-01   -999 -999 -999  -5.905817e-04 2.409074e-07  1.172754e-02  1.065891e-07
20800142   1.068430e+00 5.141785e-02 2.225854e-01   -999 -999 -999  -5.910637e-04 6.079377e-08  1.173668e-02  7.054366e-07
